,reqID,inputs,"Text2SpeechCensoringWorkflow_GetInput, Cost","Text2SpeechCensoringWorkflow_GetInput, Latency","Text2SpeechCensoringWorkflow_Profanity, Cost","Text2SpeechCensoringWorkflow_Profanity, Latency","Text2SpeechCensoringWorkflow_Text2Speech, Cost","Text2SpeechCensoringWorkflow_Text2Speech, Latency","Text2SpeechCensoringWorkflow_Conversion, Cost","Text2SpeechCensoringWorkflow_Conversion, Latency","Text2SpeechCensoringWorkflow_Compression, Cost","Text2SpeechCensoringWorkflow_Compression, Latency","Text2SpeechCensoringWorkflow_Censor, Cost","Text2SpeechCensoringWorkflow_Censor, Latency","Text2SpeechCensoringWorkflow_MergedFunction, Cost","Text2SpeechCensoringWorkflow_MergedFunction, Latency",Text2SpeechCensoringWorkflow_GetInput-Text2SpeechCensoringWorkflow_Profanity,Text2SpeechCensoringWorkflow_GetInput-Text2SpeechCensoringWorkflow_Text2Speech,Text2SpeechCensoringWorkflow_Profanity-Text2SpeechCensoringWorkflow_MergedFunction,Text2SpeechCensoringWorkflow_Text2Speech-Text2SpeechCensoringWorkflow_Conversion,Text2SpeechCensoringWorkflow_Conversion-Text2SpeechCensoringWorkflow_Compression,Text2SpeechCensoringWorkflow_Compression-Text2SpeechCensoringWorkflow_MergedFunction,Text2SpeechCensoringWorkflow_MergedFunction-Text2SpeechCensoringWorkflow_Censor
0,82287283694d4c15bf5cc85af8e4a733,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",128.0,128.0,265.0,265.0,589.0,589.0,532.0,532.0,417.0,417.0,730.0,730.0,213.0,106.0,4.0,994.0,951.0,2.0,684.0,2.0,991.0
1,010339be0280447cb88cbb0fc2fe2795,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",46.0,46.0,25.0,25.0,53.0,53.0,266.0,266.0,412.0,412.0,614.0,614.0,183.0,88.0,1.0,291.0,159.0,168.0,994.0,1.0,984.0
2,37a53e7b4240467a8e97c5437941c13e,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",41.0,41.0,24.0,24.0,483.0,483.0,237.0,237.0,401.0,401.0,746.0,746.0,196.0,120.0,1.0,991.0,93.0,5.0,0.0,1.0,977.0
3,8a0e29f5c234479b98417fa43ca14c08,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",44.0,44.0,23.0,23.0,571.0,571.0,327.0,327.0,407.0,407.0,223.0,223.0,224.0,154.0,1.0,990.0,275.0,2.0,1.0,1.0,944.0
4,3f8b8d4ef18547dcb062805c7936bfa4,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",243.0,243.0,25.0,25.0,506.0,506.0,253.0,253.0,428.0,428.0,444.0,444.0,165.0,69.0,1.0,843.0,528.0,523.0,0.0,1.0,990.0
5,d351e63b906b4967881799c7fbd4fa03,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",43.0,43.0,24.0,24.0,492.0,492.0,333.0,333.0,387.0,387.0,846.0,846.0,212.0,152.0,1.0,988.0,179.0,999.0,5.0,0.0,329.0
6,137e8bb73c7744018fe73b23f04ae8bb,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",29.0,29.0,34.0,34.0,595.0,595.0,682.0,682.0,377.0,377.0,587.0,587.0,267.0,148.0,0.0,994.0,918.0,308.0,996.0,0.0,263.0
7,c0744cb5c34d4a569c0a3b0cb98336ca,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",32.0,32.0,29.0,29.0,472.0,472.0,176.0,176.0,402.0,402.0,357.0,357.0,215.0,100.0,1.0,319.0,903.0,562.0,1.0,1.0,984.0
8,28fe7d7eb4784cc99ed397b76831b6a7,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",27.0,27.0,28.0,28.0,485.0,485.0,342.0,342.0,384.0,384.0,400.0,400.0,179.0,114.0,3.0,998.0,181.0,2.0,0.0,1.0,986.0
9,8268959932ce465d955c1cda0450734e,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",33.0,33.0,23.0,23.0,441.0,441.0,350.0,350.0,414.0,414.0,361.0,361.0,145.0,93.0,2.0,997.0,181.0,2.0,1.0,1.0,990.0
10,f3e2b806943743f0ba83330ab30ba25f,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",275.0,275.0,21.0,21.0,520.0,520.0,362.0,362.0,374.0,374.0,277.0,277.0,275.0,170.0,751.0,752.0,236.0,999.0,1.0,0.0,284.0
11,6f8f9514e4bd49728c994ba41ac15afa,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",32.0,32.0,27.0,27.0,535.0,535.0,383.0,383.0,307.0,307.0,299.0,299.0,139.0,77.0,1.0,268.0,787.0,3.0,318.0,1.0,993.0
12,3787bd3f721a4ba8bf35386420048445,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",33.0,33.0,41.0,41.0,506.0,506.0,456.0,456.0,404.0,404.0,238.0,238.0,326.0,107.0,1.0,991.0,317.0,1.0,1.0,0.0,992.0
13,4781deda2b464be18667d31e3de6de04,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",37.0,37.0,26.0,26.0,470.0,470.0,367.0,367.0,385.0,385.0,348.0,348.0,131.0,75.0,1.0,992.0,190.0,2.0,0.0,1.0,992.0
14,fd8992994d7a4b589c9fce9f515ea188,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",38.0,38.0,21.0,21.0,518.0,518.0,359.0,359.0,386.0,386.0,463.0,463.0,155.0,102.0,1.0,990.0,232.0,0.0,0.0,1.0,107.0
15,9962bd04c1b748c59997dea75d320fdb,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",30.0,30.0,21.0,21.0,448.0,448.0,329.0,329.0,433.0,433.0,216.0,216.0,215.0,76.0,1.0,996.0,186.0,1.0,0.0,1.0,991.0
16,bbb7c145a0c04f5c80d21102fdb98082,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",31.0,31.0,21.0,21.0,665.0,665.0,306.0,306.0,393.0,393.0,490.0,490.0,165.0,73.0,3.0,997.0,340.0,2.0,0.0,1.0,991.0
17,5956bdf11c734e7283284c002fa7c763,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",73.0,73.0,20.0,20.0,591.0,591.0,311.0,311.0,395.0,395.0,433.0,433.0,194.0,133.0,966.0,963.0,278.0,4.0,3.0,997.0,987.0
18,9127c80625a54c24a59dd6227c0ab081,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",102.0,102.0,20.0,20.0,563.0,563.0,275.0,275.0,461.0,461.0,271.0,271.0,239.0,114.0,1.0,937.0,226.0,7.0,0.0,4.0,991.0
19,c5483065af0648f5b393b48949fe5425,"Ach it was hopeless. That was what ye felt. These bastards. What can ye do but. Except start again so he started again. That was what he did he started again … ye just plough on, ye plough on, ye just fucking plough on … ye just fucking push ahead, ye get fucking on with it",81.0,81.0,21.0,21.0,404.0,404.0,307.0,307.0,377.0,377.0,608.0,608.0,243.0,123.0,0.0,945.0,15.0,3.0,0.0,0.0,995.0
20,0f3462adb4824d7ca111aa0a44c37cf4,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",31.0,31.0,28.0,28.0,191.0,191.0,250.0,250.0,344.0,344.0,725.0,725.0,257.0,137.0,2.0,995.0,753.0,999.0,0.0,4.0,928.0
21,20b631d3272c4f448b317e02c661d98b,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",27.0,27.0,21.0,21.0,865.0,865.0,944.0,944.0,350.0,350.0,570.0,570.0,188.0,83.0,1.0,995.0,137.0,4.0,1.0,0.0,992.0
22,21b801e0f125454796bcb67841751995,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",27.0,27.0,20.0,20.0,944.0,944.0,51.0,51.0,377.0,377.0,822.0,822.0,247.0,162.0,1.0,995.0,349.0,3.0,0.0,0.0,982.0
23,7a3d7ca5b46f4d6b87a4f5b146a3ef9d,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",30.0,30.0,21.0,21.0,891.0,891.0,62.0,62.0,360.0,360.0,659.0,659.0,201.0,78.0,1.0,995.0,288.0,1.0,0.0,1.0,991.0
24,9ac0a11dd51c49f0ab601afc9f4b57a1,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",29.0,29.0,24.0,24.0,846.0,846.0,978.0,978.0,402.0,402.0,528.0,528.0,292.0,147.0,3.0,996.0,198.0,2.0,0.0,1.0,951.0
25,10c829c0b6ec4ecc998f89d40b24a9a4,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",29.0,29.0,23.0,23.0,831.0,831.0,152.0,152.0,347.0,347.0,927.0,927.0,175.0,124.0,1.0,994.0,302.0,1.0,0.0,1.0,941.0
26,9799b9bc767d44a4bcd0fc0c054c0b56,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",32.0,32.0,20.0,20.0,906.0,906.0,960.0,960.0,389.0,389.0,775.0,775.0,239.0,134.0,1.0,992.0,231.0,4.0,0.0,1.0,990.0
27,c48944728b4343fc9272c93b4b2943c1,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",27.0,27.0,22.0,22.0,791.0,791.0,223.0,223.0,356.0,356.0,562.0,562.0,258.0,133.0,1.0,995.0,346.0,1.0,3.0,0.0,954.0
28,3f3b33ce959e4390af0cdfce763896d6,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",27.0,27.0,21.0,21.0,894.0,894.0,106.0,106.0,343.0,343.0,669.0,669.0,121.0,70.0,1.0,995.0,313.0,995.0,2.0,0.0,991.0
29,c5b2b48c2ac7444f91b43002ea191c8e,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",28.0,28.0,32.0,32.0,892.0,892.0,157.0,157.0,383.0,383.0,760.0,760.0,278.0,148.0,1.0,995.0,396.0,0.0,1.0,1.0,974.0
30,10f9b50e1c8b475b899b33788ad4f62a,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",28.0,28.0,22.0,22.0,777.0,777.0,102.0,102.0,342.0,342.0,986.0,986.0,229.0,125.0,1.0,994.0,196.0,0.0,1.0,3.0,991.0
31,6c865a9738034eea96ea0fcdfc13ef8f,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",39.0,39.0,21.0,21.0,756.0,756.0,147.0,147.0,381.0,381.0,732.0,732.0,242.0,159.0,992.0,985.0,262.0,4.0,0.0,2.0,977.0
32,ed33c25d92a84558954b1a9c49a28869,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",26.0,26.0,21.0,21.0,836.0,836.0,178.0,178.0,387.0,387.0,89.0,89.0,155.0,87.0,1.0,995.0,378.0,1.0,2.0,1.0,990.0
33,91e64335b9484fbba73515858d00b0da,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",33.0,33.0,19.0,19.0,801.0,801.0,81.0,81.0,381.0,381.0,731.0,731.0,153.0,100.0,3.0,996.0,243.0,5.0,0.0,1.0,990.0
34,371266cd09d1475db2814ed75e0aa360,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",41.0,41.0,20.0,20.0,787.0,787.0,137.0,137.0,348.0,348.0,387.0,387.0,175.0,70.0,2.0,996.0,248.0,0.0,1.0,1.0,990.0
35,2f2a01e7b2544cb9af17b48abcc422ac,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",91.0,91.0,20.0,20.0,871.0,871.0,99.0,99.0,411.0,411.0,974.0,974.0,244.0,81.0,1.0,994.0,360.0,2.0,3.0,1.0,990.0
36,658ea6cfa2374b4e85fcd234d80de9ea,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",33.0,33.0,27.0,27.0,862.0,862.0,193.0,193.0,348.0,348.0,806.0,806.0,228.0,135.0,1.0,995.0,372.0,2.0,0.0,0.0,986.0
37,4f11fb19b3384a7f9ca15a42d00d7c63,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",28.0,28.0,20.0,20.0,840.0,840.0,934.0,934.0,469.0,469.0,757.0,757.0,151.0,72.0,1.0,995.0,222.0,3.0,0.0,2.0,992.0
38,1dbf4d2636484709ae480b8b4ce19163,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",54.0,54.0,22.0,22.0,813.0,813.0,164.0,164.0,339.0,339.0,640.0,640.0,132.0,69.0,0.0,990.0,284.0,0.0,0.0,0.0,990.0
39,ad174197d2bd43e0abade154b0d793ab,"They fuck you up, your mum and dad.They may not mean to, but they do. They fill you with the faults they hadAnd add some extra, just for you.",42.0,42.0,20.0,20.0,745.0,745.0,162.0,162.0,355.0,355.0,772.0,772.0,170.0,74.0,0.0,994.0,240.0,3.0,0.0,1.0,989.0
40,10dca578f707426cac3669d9a935ef9e,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",30.0,30.0,20.0,20.0,377.0,377.0,233.0,233.0,371.0,371.0,599.0,599.0,216.0,151.0,2.0,995.0,951.0,1.0,2.0,994.0,973.0
41,31d976a1f1b74c188af525699fe54e93,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",31.0,31.0,20.0,20.0,977.0,977.0,181.0,181.0,358.0,358.0,583.0,583.0,125.0,73.0,2.0,998.0,496.0,3.0,0.0,1.0,990.0
42,bba8907974364b22a8379876be4a9cae,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",32.0,32.0,21.0,21.0,908.0,908.0,155.0,155.0,357.0,357.0,475.0,475.0,218.0,77.0,2.0,994.0,392.0,3.0,0.0,998.0,991.0
43,98b6c55e64f243bc93fdd95af65f3f29,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",27.0,27.0,22.0,22.0,44.0,44.0,266.0,266.0,380.0,380.0,635.0,635.0,216.0,129.0,2.0,995.0,661.0,0.0,2.0,998.0,983.0
44,2db468ab9fe7414ca65c9721b2f15c3a,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",31.0,31.0,21.0,21.0,126.0,126.0,128.0,128.0,370.0,370.0,708.0,708.0,278.0,143.0,1.0,994.0,600.0,3.0,0.0,1.0,987.0
45,ab87a7f417064a738febdeb6a3f9340b,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",32.0,32.0,26.0,26.0,27.0,27.0,309.0,309.0,361.0,361.0,627.0,627.0,236.0,141.0,1.0,994.0,668.0,2.0,1.0,1.0,987.0
46,df984568691545a6bd905ac7d1854a6b,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",35.0,35.0,22.0,22.0,53.0,53.0,133.0,133.0,374.0,374.0,717.0,717.0,126.0,72.0,0.0,994.0,533.0,1.0,0.0,0.0,989.0
47,e23f4743438e4724a405458c77474093,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",48.0,48.0,22.0,22.0,916.0,916.0,276.0,276.0,391.0,391.0,663.0,663.0,284.0,179.0,1.0,975.0,534.0,1.0,0.0,998.0,939.0
48,f266103b62be4843850d46614b624201,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",29.0,29.0,20.0,20.0,872.0,872.0,151.0,151.0,371.0,371.0,517.0,517.0,163.0,69.0,2.0,995.0,372.0,3.0,1.0,1.0,989.0
49,c8f15f084c024186987b3f9bff4a3887,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",31.0,31.0,21.0,21.0,54.0,54.0,162.0,162.0,396.0,396.0,649.0,649.0,178.0,114.0,1.0,995.0,581.0,1.0,0.0,995.0,985.0
50,e55c6c7cd65940d185ba8fb5360c58bd,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",27.0,27.0,20.0,20.0,932.0,932.0,176.0,176.0,370.0,370.0,509.0,509.0,179.0,111.0,1.0,995.0,454.0,1.0,0.0,1.0,991.0
51,1c7fd3f540774507b8b85ad80cc08712,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",28.0,28.0,20.0,20.0,895.0,895.0,376.0,376.0,403.0,403.0,717.0,717.0,244.0,119.0,3.0,997.0,645.0,0.0,999.0,998.0,988.0
52,4e400b9bf61a44efbee718718b5da8bc,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",27.0,27.0,21.0,21.0,186.0,186.0,363.0,363.0,410.0,410.0,703.0,703.0,182.0,81.0,2.0,996.0,934.0,0.0,2.0,0.0,991.0
53,f60c0fbe99bb4af9a0c970db77bb6598,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",27.0,27.0,21.0,21.0,968.0,968.0,266.0,266.0,461.0,461.0,670.0,670.0,201.0,124.0,1.0,995.0,670.0,0.0,1.0,1.0,993.0
54,8a2ac30f5c954039b5ee35c6336cef06,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",30.0,30.0,20.0,20.0,919.0,919.0,250.0,250.0,359.0,359.0,547.0,547.0,124.0,73.0,1.0,995.0,510.0,4.0,2.0,2.0,991.0
55,51607e98be5e4d51bba9010b1f920fff,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",27.0,27.0,26.0,26.0,903.0,903.0,246.0,246.0,367.0,367.0,650.0,650.0,193.0,69.0,5.0,995.0,483.0,2.0,0.0,1.0,990.0
56,4f31517f86a148569185de32beb3d28d,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",32.0,32.0,24.0,24.0,966.0,966.0,98.0,98.0,353.0,353.0,488.0,488.0,207.0,117.0,1.0,994.0,390.0,2.0,1.0,1.0,990.0
57,490f63919dd648f0928c6bc04d22d7be,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",27.0,27.0,24.0,24.0,955.0,955.0,51.0,51.0,370.0,370.0,546.0,546.0,165.0,106.0,1.0,995.0,349.0,2.0,0.0,1.0,954.0
58,9fc97b761370486ca843018a384775c9,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",28.0,28.0,21.0,21.0,920.0,920.0,569.0,569.0,401.0,401.0,541.0,541.0,181.0,129.0,1.0,995.0,864.0,0.0,1.0,0.0,992.0
59,ef9d2bcaea854d168e15761d4bf960d4,"They can’t handle being in the same cities with the aliens, being on the same buses, shuttles and transport tubes. I mean, have you ever seen a Sklorno up close?” Stedmar’s face wrinkled with disgust",28.0,28.0,21.0,21.0,1.0,1.0,148.0,148.0,372.0,372.0,604.0,604.0,124.0,74.0,0.0,994.0,496.0,1.0,0.0,1.0,988.0
60,8d98ef43ad8447fcabd76d522d250611,"It was a large room with endless row of bottles upon tiers of shelves lining its walls. Several long tables stood about, and Tubby saw they were crowded with curious apparatus—little tubes in racks, microscopes, triangular pieces of glass with candles behind them, and several contrivances of wheels and weights that looked like clock works. In the exact center of the room was one larger apparatus of a sort Tubby had never seen before; it seemed very complicated and he stared at it with awe. He could make nothing out of it except that part of it was a huge telescope, extending up through the skylight of the room. He glanced upward, and there, through a narrow, open slit in the glass, he could see the stars shining",26.0,26.0,22.0,22.0,185.0,185.0,178.0,178.0,482.0,482.0,1.0,1.0,223.0,123.0,3.0,997.0,820.0,0.0,2.0,1.0,966.0
61,48603819ba894b509300b1e9fd8381ed,"It was a large room with endless row of bottles upon tiers of shelves lining its walls. Several long tables stood about, and Tubby saw they were crowded with curious apparatus—little tubes in racks, microscopes, triangular pieces of glass with candles behind them, and several contrivances of wheels and weights that looked like clock works. In the exact center of the room was one larger apparatus of a sort Tubby had never seen before; it seemed very complicated and he stared at it with awe. He could make nothing out of it except that part of it was a huge telescope, extending up through the skylight of the room. He glanced upward, and there, through a narrow, open slit in the glass, he could see the stars shining",26.0,26.0,24.0,24.0,703.0,703.0,346.0,346.0,481.0,481.0,919.0,919.0,263.0,177.0,1.0,998.0,503.0,0.0,0.0,0.0,942.0
62,a14d277379ac45c98a0c4c5f10cf1341,"It was a large room with endless row of bottles upon tiers of shelves lining its walls. Several long tables stood about, and Tubby saw they were crowded with curious apparatus—little tubes in racks, microscopes, triangular pieces of glass with candles behind them, and several contrivances of wheels and weights that looked like clock works. In the exact center of the room was one larger apparatus of a sort Tubby had never seen before; it seemed very complicated and he stared at it with awe. He could make nothing out of it except that part of it was a huge telescope, extending up through the skylight of the room. He glanced upward, and there, through a narrow, open slit in the glass, he could see the stars shining",26.0,26.0,31.0,31.0,364.0,364.0,629.0,629.0,452.0,452.0,770.0,770.0,164.0,104.0,1.0,997.0,420.0,6.0,1.0,3.0,954.0
63,e94bfbf81e6f4cdab98b52ac8640c15b,"It was a large room with endless row of bottles upon tiers of shelves lining its walls. Several long tables stood about, and Tubby saw they were crowded with curious apparatus—little tubes in racks, microscopes, triangular pieces of glass with candles behind them, and several contrivances of wheels and weights that looked like clock works. In the exact center of the room was one larger apparatus of a sort Tubby had never seen before; it seemed very complicated and he stared at it with awe. He could make nothing out of it except that part of it was a huge telescope, extending up through the skylight of the room. He glanced upward, and there, through a narrow, open slit in the glass, he could see the stars shining",28.0,28.0,20.0,20.0,211.0,211.0,413.0,413.0,467.0,467.0,735.0,735.0,253.0,132.0,1.0,995.0,18.0,8.0,944.0,1.0,987.0
